stop_id,stop_code,stop_name,stop_lon,stop_lat
490010163N,71693,Neasden Underpass,-0.250613,51.55855
490010943E,54240,Perivale Community Centre,-0.324044,51.54123
490010944N,49867,Perivale Lane,-0.330059,51.53293
490010944S,72813,Perivale Lane,-0.329854,51.53300
490010945N,55551,Buckingham Avenue (UB6),-0.324249,51.53996
490010945S,56923,Perivale Library,-0.324345,51.54051
490011174S,58841,Press Road,-0.256795,51.56213
490011248CC,48019,Prout Grove,-0.250134,51.55602
490011248DD,77456,Prout Grove,-0.249754,51.55652
490011297S,47085,Quainton Street,-0.259610,51.56324
490011297W,58278,Quainton Street,-0.260055,51.56329
490011787N,75844,Ruislip Road East (W13),-0.326297,51.52739
490011787S,53450,Ruislip Road East (W13),-0.326376,51.52800
490011949N,51881,Scotch Common,-0.324630,51.52527
490011949S,47111,Scotch Common,-0.324120,51.52504
490012548S,76943,Stanley Avenue Ealing Road,-0.297136,51.54354
490013183E,75336,Teignmouth Gardens,-0.324879,51.53381
490013183E2,50571,Teignmouth Gardens,-0.328048,51.53390
490014378L,58814,Wembley High Road,-0.293494,51.55455
490014381N,53773,Wembley Hill Road,-0.290911,51.55880
490014381S,57362,Wembley Hill Road,-0.290114,51.56004
490014383W,55655,Manor Drive (HA9),-0.286610,51.56152
490014384J,74466,Empire Way,-0.282165,51.56195
490014558N,53360,Wharton Close,-0.249818,51.55070
490014558S,48606,Wharton Close,-0.249303,51.54985
490014687N,58903,Pound Lane  Willesden Bus Garage,-0.240198,51.54770
490014694E,48596,Willesden Magistrates Court,-0.246483,51.54929
490014694W,77802,Willesden Magistrates Court,-0.246402,51.54915
490015068N,77428,Dawlish Avenue,-0.324431,51.53541
490001220F,57178,Orpington Bus Station, 0.089556,51.37341
490001318A,72268,Welling, 0.100178,51.46449
490001318B,51147,Welling, 0.099830,51.46443
490003333N,48359,Annandale Road, 0.095985,51.44180
490003333S,71272,Annandale Road, 0.095567,51.44115
490003672N,75698,Bassant Street, 0.093019,51.47919
490004059S,47683,Westwood Lane  Blackfen Road, 0.103362,51.45108
490004227N,75403,Bradenham Avenue, 0.100020,51.45696
490004602N,53860,Central Avenue Wickham Street, 0.100944,51.46800
490004602S,77047,Central Avenue Wickham Street, 0.100975,51.46772
490004677V,48457,Calderwood Street, 0.064389,51.49101
490004801N,56577,Carlton Parade, 0.107064,51.38203
490004801S1,52118,High Street  Carlton Parade, 0.105781,51.38163
490005053N,56447,Chaucer Road (DA16), 0.095954,51.47190
490005053S,54200,Chaucer Road (DA16), 0.096324,51.47149
490005299Y,58935,Church Road (DA14), 0.106563,51.42493
490005299Z,72944,Church Road (DA14), 0.106387,51.42453
490005743M,73149,Station Road  Crescent Road, 0.102145,51.43053
490005743N,56567,Crescent Road (DA15), 0.101923,51.43134
490005780N,50561,Crittalls Corner, 0.113427,51.41439
490005780S,53760,Crittalls Corner, 0.113443,51.41410
490006018H,72552,Deepdene Road, 0.104789,51.46301
490006735N,55832,Faraday Road (DA16), 0.104054,51.46048
490006735S,76655,Faraday Road (DA16), 0.103244,51.46008
490007292N,76484,Goodmead Road, 0.102448,51.38165
490007790QC,74652,Hare Street, 0.064130,51.49261
490008291E,52431,Hollies Avenue, 0.094655,51.43819
490008291W,58522,Hollies Avenue, 0.093980,51.43822
490008341N,77800,Hook Lane  Westwood Lane, 0.099876,51.45884
490008773N,72064,Kingsdale Road, 0.093366,51.47797
490008773S,76050,Kingsdale Road, 0.093658,51.47742
490008885E,53622,Knoll Road, 0.111173,51.42165
490008885W,51441,Knoll Road, 0.110203,51.42213
490009674E,57970,Marlborough Park Avenue, 0.101604,51.44413
490009674W,75085,Marlborough Park Avenue, 0.101193,51.44395
490009746S,72079,Mayfield Villas, 0.115181,51.41624
490009795E,52829,Bassant Street, 0.093481,51.47859
490009854E,53046,Middleton Avenue (DA14), 0.114688,51.42021
490009854W,72899,Middleton Avenue (DA14), 0.114060,51.42030
490009863N,55217,Sevenoaks Way  Midfield Way, 0.112486,51.41019
490009863S,74742,Midfield Way, 0.112932,51.40864
490010455SG,55014,Nugent Retail Park, 0.111537,51.39304
490010455SJ,71659,Nugent Retail Park, 0.110759,51.39175
490010491E,51227,Oaklands Avenue, 0.097972,51.44307
490010491W,76693,Oaklands Avenue, 0.098439,51.44320
490010635W,47638,High Street  Church Hill, 0.102526,51.37927
490010636V,77693,High Street  Broomhill Road, 0.101244,51.37828
490010941N,57675,Peregrine Court, 0.097721,51.46929
490011072E,52683,Plumstead Common Road, 0.085099,51.48016
490011073E2,49440,Plumstead Common  The Ship, 0.081021,51.48075
490011155ST,75017,Kent Road, 0.109746,51.38878
490011155SV,53865,Kent Road, 0.108311,51.38695
490011159YA,71437,Powis Street, 0.061689,51.49279
490011463S,47276,Cray Rd  Foots Cray High St, 0.117519,51.41798
490011463W,54059,Sidcup Hill  Cray Road, 0.117374,51.41888
490011803G,50593,Ruskin Drive, 0.103489,51.46291
490012140T,52662,Sidcup High St Police Station, 0.101985,51.42642
490012140V,53322,Sidcup High St Police Station, 0.101723,51.42634
490012410N,56889,Springvale Way, 0.112931,51.39802
490012563SH,76706,Stanley Way, 0.110410,51.39041
490012606S,48772,St Mary CrayStation Approach, 0.112688,51.39649
490012606SC,73339,St Mary CrayStation Approach, 0.111895,51.39550
490012986N,71804,Suffolk Road (DA14), 0.115999,51.41714
490013276N,53226,Broomwood Road St Paul's Cray, 0.113056,51.40166
490013276S,72527,Broomwood Road St Paul's Cray, 0.113259,51.40170
490013375N,77894,The Glenmore Arms, 0.095391,51.47313
490013375S,57917,Combeside, 0.095386,51.47365
490013489N,77631,The Oval, 0.103948,51.44597
490013489S,59242,The Oval, 0.104129,51.44522
490013607E,53521,The Slade  Ravine Grove, 0.088661,51.48025
490013607W,72156,The Slade  Ravine Grove, 0.088434,51.48002
490013627N,77609,Thornhill Avenue, 0.093600,51.47647
490013627S,55526,Thornhill Avenue, 0.093864,51.47593
490014142T,73283,Walnuts Centre, 0.099579,51.37642
490014142U,73786,Walnuts Centre, 0.100285,51.37709
490014152N,72850,Walsingham Road (BR5), 0.113135,51.40649
490014152S,76586,Walsingham Road (BR5), 0.113276,51.40550
490014351L,77097,Hook Lane  St Leonards Close, 0.106771,51.46166
490014351P,77282,Bellegrove Rd  Churchfield Rd, 0.106669,51.46257
490014389N,47241,Wendover Way, 0.103093,51.45430
490014389S,48333,Wendover Way, 0.103431,51.45414
490014536N,72615,Westwood Lane  Hook Lane, 0.099224,51.45781
490014655E,57059,Wickham Street  Edison Road, 0.098834,51.46908
490014929C,59332,Woolwich High Street, 0.063811,51.49384
490014998S,54055,Halfway St Old Farm Road West, 0.098896,51.43718
490014998W,49122,Halfway St Old Farm Road West, 0.099232,51.43697
490015177G,54147,Sidcup, 0.102694,51.43246
490015177L,56613,Sidcup Station  Station Road, 0.102498,51.43257
490015178A,77418,Old Farm Avenue, 0.102098,51.43514
490015262N,55558,Wellington Avenue Blackfen Rd, 0.102787,51.45015
490015262S1,56368,Wellington Avenue Blackfen Rd, 0.102999,51.44975
490016701S,76672,Kemnal Technology College, 0.112667,51.41131
490001025A,77095,Bexleyheath, 0.132826,51.46469
490001025B,57976,Bexleyheath, 0.132902,51.46447
490001323A,55232,Westcombe Park, 0.019690,51.48352
490001323B,49718,Westcombe Park, 0.019915,51.48309
490001344N2,48781,Woolwich Arsenal Station, 0.068331,51.48993
490004065BA,48833,Blackheath  Royal Standard, 0.019096,51.47758
490004216N,47825,Pickford Lane  Bowford Avenue, 0.133952,51.46816
490004216S,50900,Pickford Lane  Bowford Avenue, 0.134334,51.46861
490004245E,77205,King Harolds Way  Brampton Rd, 0.126898,51.47499
490004245W,57512,Okehampton Cres  Brampton Rd, 0.125282,51.47429
490005147BG,52649,Pickford Road, 0.131853,51.46143
490005982S,48615,Christ Church Primary School, 0.007738,51.48784
490006206E,75361,Bedonwell Road  Dryhill Road, 0.142408,51.47901
490006206N,57144,Bedonwell Road  Streamway, 0.143206,51.47881
490007256N,52195,Glynde Road, 0.131417,51.46073
490007256S,54084,Avenue Road  Crook Log, 0.130748,51.45902
490008854N,52982,Kirkside Road, 0.019887,51.48179
490008854S,76552,Kirkside Road, 0.019898,51.48105
490009054E,73549,Leckwith Avenue, 0.133270,51.47729
490009054W,57557,Leckwith Avenue, 0.133175,51.47712
490009083E,58757,Lenham Road (DA7), 0.136683,51.47823
490009083W,51524,Lenham Road (DA7), 0.137685,51.47839
490009888M,72681,Millennium Primary School, 0.010706,51.49407
490009888N,72487,Millennium Primary School, 0.010841,51.49388
490010374B,48678,North Greenwich Station, 0.004368,51.49968
490010374E,54823,North Greenwich Station, 0.002867,51.50061
490010520E,72254,Okehampton Crescent  Lodge Hill, 0.113239,51.47264
490010520W,56194,Lodge Hill (DA16), 0.113507,51.47252
490010860N1,55684,Parsonage Manorway, 0.145296,51.47762
490010860N2,72452,Parsonage Manorway, 0.145194,51.47729
490010892C,55831,Pelton Road, 0.007140,51.48637
490010991S,73527,Pickford Lane  Long Lane, 0.135681,51.47095
490011081E,77371,Plymstock Road, 0.123408,51.47394
490011081W,71978,Plymstock Road, 0.122588,51.47334
490012033N,58381,Shakespeare Road West Heath, 0.134626,51.47057
490013491N,48206,The Pantiles, 0.141034,51.47519
490013491S,56120,The Pantiles, 0.141313,51.47529
490013722E,50164,Tor Road, 0.119240,51.47225
490013722W,55730,Tor Road, 0.118116,51.47193
490013840Q,71672,Tunnel Avenue, 0.008831,51.49109
490013840R,48323,Tunnel Avenue, 0.008528,51.48942
490014405E1,75683,Westbourne Road, 0.130179,51.47618
490014405E2,72172,Westbourne Road, 0.128693,51.47551
490014412E,74862,Combedale Road, 0.017897,51.48597
490014436N,49799,Westerdale Road, 0.019048,51.48497
490014748E,77487,Winchelsea Avenue, 0.137394,51.47371
490014748N,57019,Hythe Avenue Cumberland Drive, 0.136164,51.47297
490015332B,73841,Vanbrugh Hill, 0.008848,51.48623
490000119F,53748,Hyde Park Corner,-0.150679,51.50209
490001127E,55368,Hackney Central Station,-0.055652,51.54748
490004555P,48837,Buckingham Palace Road  Bressenden Place,-0.144388,51.49733
490004583F,71541,Balls Pond Road  Burder Road,-0.077877,51.54613
490005894E,74160,Culford Road,-0.081309,51.54649
490005945G,50595,Dalston Junction Station,-0.074630,51.54618
490005945K,56438,Dalston Lane Dalston Junction Station,-0.073111,51.54629
490006090E,50592,Kingsland High Street,-0.076217,51.54616
490006645W,58449,Essex Road Newington Green Rd,-0.086169,51.54650
490007544Q,76848,Grosvenor Gardens (SW1),-0.145557,51.49692
490007619VA,71269,Hackney Baths,-0.052196,51.55074
490009195S,49964,Clapton Girls' Tech College,-0.053154,51.55329
490009644E,54101,Graham Road  Hackney Central,-0.056846,51.54654
490009644G,57705,Hackney Central  Mare Street,-0.055801,51.54669
490009871E,50443,Mildmay Park  Southgate Road,-0.084417,51.54665
490010160E1,53056,Greenwood Road,-0.063956,51.54586
490010160W,76984,Greenwood Road,-0.064550,51.54580
490010161E,55060,Royal Oak Road,-0.060356,51.54642
490010161W,52658,Royal Oak Road,-0.061638,51.54611
490012302W,59415,Southgate Road,-0.083068,51.54651
490012569E,55291,Stannard Road,-0.067824,51.54615
490012569W,73132,Stannard Road,-0.068631,51.54615
490014050D,77337,Victoria Bus Station,-0.143602,51.49612
490014728S,58170,Wilton Street,-0.147867,51.49928
490001076A,50446,Beecroft Road,-0.036391,51.45611
490001076B,57233,Crofton Park Station,-0.037470,51.45446
490001112E,53924,Forest Hill Stn  Dartmouth Rd,-0.054082,51.43884
490001175HA,53304,Ladywell,-0.020522,51.45660
490001175HC,76019,Ladywell,-0.021147,51.45646
490001344J,47558,Woolwich Arsenal Station, 0.068116,51.48965
490003355N,71320,Arbroath Road, 0.050692,51.46441
490003355S,49367,Arbroath Road, 0.051104,51.46365
490003864M,58781,Belmont Hill,-0.007787,51.46180
490003864N,47492,Belmont Hill,-0.006620,51.46181
490003868E,77250,Belmont Park,-0.004027,51.45988
490003868W,72518,Belmont Park,-0.003494,51.45923
490004257E,54861,Brandram Road, 0.002743,51.45865
490004257W,72187,Brandram Road, 0.001167,51.45850
490004264S,47567,Braxfield Road,-0.033935,51.45867
490004351N,76692,Westhorne Avenue  Briset Road, 0.042990,51.45766
490004351S,53670,Westhorne Avenue  Briset Road, 0.043996,51.45794
490004379N,74042,Well Hall Road  Broad Walk, 0.054421,51.46955
490004379S,76372,Well Hall Road  Broad Walk, 0.053816,51.46859
490004395C,72994,Brockley Jack,-0.039033,51.45259
490004395D,59395,Brockley Jack,-0.038177,51.45341
490004396N,56148,Brockley Park,-0.042753,51.44434
490004396S,55585,Brockley Park,-0.042609,51.44503
490004398C,74316,Stondon Park  Honor Oak Park,-0.041050,51.44917
490004399H,55345,Brockley Rise  Chandos,-0.041306,51.44824
490004697E,52190,Cambridge Drive, 0.016029,51.45537
490004909W,53484,Cedarhurst Drive, 0.029721,51.45285
490004998W,73422,Charleville Circus,-0.065765,51.42660
490004999E,57067,Charleville Circus,-0.066958,51.42661
490005370S,53013,Claydown Mews, 0.065148,51.48644
490005494N1,51371,Crystal Palace Parade  College Road,-0.075860,51.42461
490005494S2,57755,Crystal Palace Parade  College Road,-0.076509,51.42320
490005664E,58100,Courtlands Avenue (SE12), 0.022437,51.45413
490005664W,72240,Courtlands Avenue (SE12), 0.021717,51.45413
490005716S,59099,Brockley Rise  Cranston Road,-0.042371,51.44285
490005869B,53937,Crystal Palace Parade,-0.077470,51.42190
490005872E,49274,Crystal Palace Park Road,-0.072349,51.42635
490005872W,71627,Crystal Palace Park Road,-0.069244,51.42631
490005918E,71735,Dacre Park, 0.006488,51.45872
490005918W,58113,Dacre Park, 0.005246,51.45862
490005942S1,55283,Dalrymple Road,-0.035535,51.45694
490005942S2,57686,Dalrymple Road,-0.034986,51.45766
490006081N,71178,Dickson Road, 0.049404,51.46169
490006242HK,76218,Duncombe Hill,-0.041958,51.44711
490006242HL,71069,Duncombe Hill,-0.042476,51.44679
490006494N,48479,Elmbrook Gardens, 0.047029,51.45944
490006494S,56044,Elmbrook Gardens, 0.047782,51.45956
490006963S,77885,Crystal Palace Parade  Fountain Drive,-0.075129,51.42525
490007499N,76864,Green Way, 0.036833,51.45355
490007499S,55816,Green Way, 0.037412,51.45362
490007601S,72358,Gunner Lane, 0.062732,51.48430
490007645N,73328,Haimo Road, 0.039699,51.45551
490007645S,77879,Haimo Road, 0.039877,51.45531
490008701N1,58983,Westhorne Avenue Kidbrooke Ln, 0.045193,51.45864
490008704E,49313,Eltham Road  Kidbrooke Park Road, 0.025525,51.45366
490008704W,74318,Eltham Road  Kidbrooke Park Road, 0.025346,51.45352
490008924E,58232,Lampmead Road, 0.009193,51.45704
490008924W,56237,Lampmead Road, 0.008755,51.45723
490009026C,74228,Sydenham StationWestwood Hill,-0.057395,51.42758
490009026D,58344,Sydenham StationWestwood Hill,-0.057420,51.42733
490009060A,52294,Lee Green, 0.012592,51.45610
490009060E,52675,Lee Green The Old Tigers Head, 0.010154,51.45664
490009105V,54803,Lewisham Centre,-0.010519,51.46122
490009105X,56895,Lewisham Centre,-0.010997,51.46048
490009111HL,50598,Lewisham Fire Station,-0.013615,51.45720
490009114E,56549,Wearside Road,-0.016287,51.45667
490009114W,57261,Wearside Road,-0.016639,51.45652
490009502HP,76284,Maclean Road,-0.039819,51.45103
490009502NH,57216,Maclean Road,-0.040472,51.45057
490009568E,77472,Manor Park,-0.001512,51.45880
490009656W,58368,Marischal Road,-0.006741,51.46135
490009988E,47295,Adelaide Ave Montague Ave,-0.028853,51.45902
490009988W1,57481,Adelaide Avenue  St Margaret's Road,-0.031184,51.45904
490010145N,49315,Naafi Messing Store, 0.062984,51.48638
490010273N,52202,Gunner Lane, 0.062012,51.48301
490010273S,50096,Nightingale Place, 0.061379,51.48145
490011172E,51643,Prendergast School,-0.026463,51.45803
490011172W,49028,Prendergast School,-0.026679,51.45804
490011727E,49069,Roundel Close,-0.033517,51.45901
490011762N,49294,Royal Garrison Church, 0.056590,51.47551
490011762S,51047,Royal Garrison Church, 0.056423,51.47469
490012108N,58696,Academy Rd  Shooters Hill Rd, 0.055064,51.47201
490012108S,48670,Shooters Hill Rd Well Hall Rd, 0.054951,51.47077
490013053E,77155,Sutcliffe Park, 0.030230,51.45298
490013128E,47530,Sydenham High School,-0.061544,51.42811
490013128W,76329,Sydenham High School,-0.063551,51.42724
490013131N2,50517,Sydenham Police Station,-0.058406,51.43392
490013309S,50013,Well Hall Road  Well Hall Roundabout, 0.050067,51.46139
490013592N,75732,Well Hall Road  Dunblane Road, 0.052273,51.46661
490013592S,47739,Well Hall Road  Dunblane Road, 0.052690,51.46691
490014334E,53078,Weigall Road, 0.019910,51.45461
490014334W,50860,Weigall Road, 0.019720,51.45454
490014925S,72983,Woolwich Common Shooters Hill, 0.058386,51.47798
490015018E1,52335,Eltham Road  Westhorne Avenue, 0.034161,51.45301
490015018W2,48881,Eltham Road  Westhorne Avenue, 0.034768,51.45274
490015336N,51154,Ha Ha Road, 0.060429,51.48048
490016464W,72738,Cambridge Drive, 0.017138,51.45507
490018484N,58556,Crofton Park Station,-0.037511,51.45451
490001001D,47449,Harrow Manorway  Abbey Wood Station, 0.122093,51.49091
490001001Y,92517,Abbey Wood Station, 0.121703,51.49119
490001013A,77514,Barnehurst Station, 0.157253,51.46581
490001013B,50280,Barnehurst Station, 0.157083,51.46556
490001024D,77877,Bexley, 0.147167,51.44172
490001024E,47916,Bexley, 0.147674,51.44147
490003039E,52794,Abbey Wood Road, 0.121184,51.48934
490003039G,77159,Abbey Wood Road, 0.121430,51.48936
490003880A,71421,Lower Road  Belvedere Station, 0.152287,51.49061
490003880B,56704,Lower Road  Belvedere Station, 0.153408,51.49056
490003974N2,77971,Bexleyheath Bus Garage, 0.152725,51.46015
490003974S2,59328,Bexleyheath Bus Garage, 0.152945,51.45962
490003975L,77784,Bexleyheath Clocktower, 0.147129,51.45654
490003975S,73724,Mayplace Rd West  Bexleyheath Clock Twr, 0.147980,51.45689
490003984F,54354,Bexley Library, 0.150695,51.44239
490003984G,75197,Bexley Library, 0.150908,51.44233
490003988E,74151,Bexley War Memorial, 0.145980,51.44158
490004477N,51978,Bexley Road Northumberland Heath, 0.162188,51.47273
490004477N1,77704,Brook Street (DA8), 0.160155,51.47024
490004477S,52582,Brook Street (DA8), 0.160649,51.47065
490004489N,57825,Broomfield Road (DA6), 0.152588,51.45142
490004489S,76814,Broomfield Road (DA6), 0.152935,51.45145
490004783E,76709,Carisbrooke Avenue, 0.128910,51.43871
490004783W,56353,Carisbrooke Avenue, 0.128228,51.43858
490004804N,59596,Carlton Road, 0.164458,51.47872
490004804S,77507,Carlton Road, 0.163530,51.47737
490005279E,58871,Lower Road  Church Manorway, 0.169433,51.48794
490005279W,53429,Lower Road  Church Manorway, 0.168819,51.48805
490005784E,72847,Crofton Avenue, 0.124667,51.43935
490005784W,51697,Crofton Avenue, 0.122730,51.43918
490005817G,76962,Erith Town Centre  Cross Street, 0.178650,51.48066
490006530E,58387,Elstree Gardens, 0.132129,51.49051
490006615L,47559,Erith Station  West Street, 0.178840,51.48252
490006617M,47499,Erith Health Centre, 0.181042,51.47948
490006620E,74278,Foresters Crescent, 0.151959,51.45855
490006621F,48579,Erith High Street, 0.177196,51.48309
490006622J,73980,Erith Town Centre  Riverside, 0.179798,51.48086
490006623E,50587,Walnut Tree Road (DA8), 0.177434,51.48144
490006694E,47055,Eynsford Crescent, 0.121143,51.43939
490006877L,58965,Florence Road (SE2), 0.122743,51.48971
490006958E,77304,Lesnes Abbey, 0.128252,51.49014
490006958W,73732,Fossington Road, 0.126685,51.48990
490006999C,71606,Fraser Road (DA8), 0.174863,51.48067
490006999D,48632,Fraser Road (DA8), 0.174626,51.48054
490007175E,54001,Gilbert Road, 0.147580,51.49129
490007175W,56174,Gilbert Road, 0.148098,51.49128
490007368E,47793,Grange Wood, 0.138114,51.43983
490007386N,57952,Gravel Hill Close, 0.156385,51.44922
490007386S,56672,Gravel Hill Close, 0.156881,51.44876
490007662N,75439,Halcot Avenue, 0.151839,51.45294
490007662S,77436,Halcot Avenue, 0.151989,51.45276
490007688E,59445,Halt Robin Lane, 0.157094,51.49021
490007688W,47648,Halt Robin Lane, 0.156582,51.49004
490007872H,47105,Hartford Road, 0.152006,51.44486
490007872J,71328,Hartford Road, 0.152292,51.44482
490008439E,59455,Hurstmere School, 0.114757,51.43728
490008439W,52218,Hurstmere School, 0.114349,51.43685
490008441B,58952,Sidcup Leisure Centre, 0.102973,51.43572
490008441W,76104,Sidcup Leisure Centre, 0.103689,51.43532
490008442E,48523,Hurst Springs, 0.132976,51.43858
490008837E,49488,Kingswood Avenue, 0.140655,51.49077
490008837W,76669,Kingswood Avenue, 0.139358,51.49046
490009093W,75981,Lesnes Abbey, 0.131284,51.49030
490009094N,48707,Lesney Park, 0.167986,51.48022
490009094S,53763,Lesney Park, 0.166836,51.47965
490009470N,48953,Lyndhurst Road, 0.154530,51.46363
490009470S,51315,Lyndhurst Road, 0.154401,51.46333
490009725W,57463,Maxim Road  The Ship, 0.172893,51.48529
490009739E,55055,Mayfield Road (DA17), 0.162752,51.49013
490009739W,47553,Mayfield Road (DA17), 0.161776,51.49021
490010413N,52268,Northumberland Park  Bexley Road, 0.162721,51.47456
490010413S,73664,Northumberland Park  Bexley Road, 0.162607,51.47338
490010675BA,53377,Overton Road, 0.121290,51.49348
490010851E,50191,Parkwood Road Bexley, 0.142539,51.44092
490011112E,75136,Poplar Mount, 0.159611,51.49043
490011112W,58191,Poplar Mount, 0.158764,51.49019
490011832N,50641,Rydal Drive, 0.158429,51.46846
490011833S,76459,Rydal Drive, 0.158145,51.46762
490012139HE,48039,Sidcup  Queen Mary's Hospital, 0.099540,51.41983
490012139HJ,48721,Queen Mary's Hospital Sidcup, 0.099131,51.42032
490012139S,72097,Queen Mary's Hospital  Chislehurst Road, 0.099661,51.42027
490012140R,72824,Carlton Road Sidcup, 0.100792,51.42613
490012140S,51355,Carlton Road Sidcup, 0.100962,51.42544
490012627E,50143,St. Augustines Road, 0.144480,51.49123
490012627W,57781,St. Augustines Road, 0.143641,51.49116
490012687S,52830,St Francis Road, 0.171222,51.48649
490012687W,49624,St Francis Road, 0.170756,51.48669
490013257A,73162,Harrow Manorway  Lensbury Way, 0.121078,51.49449
490013257B,55426,Harrow Manorway  Yarnton Way, 0.121199,51.49523
490013387S,55866,The Green Sidcup, 0.101092,51.42421
490013421N,72039,The Green Sidcup, 0.100667,51.42340
490013748W,77836,Tower Road, 0.149929,51.45762
490013841E,57350,Tunstock Way, 0.136818,51.49034
490013841W,50239,Tunstock Way, 0.136379,51.49021
490013986W,47024,Valentine Avenue, 0.132041,51.43827
490014784E,49457,Winifred Road  The Ship, 0.174808,51.48435
490014905W,75331,Woodstock Close, 0.139386,51.44027
490015358N,91446,Long Lane (DA3), 0.153330,51.46200
490015358S,72697,Long Lane (DA3), 0.153398,51.46160
490015607W,48400,Penhill Road, 0.117683,51.43894
490016608W,47998,King Henry School, 0.166994,51.47479
490016787N,71209,Colebrook Street, 0.181783,51.48021
490001036E,58566,Bromley North Station, 0.016685,51.40819
490001054AA,50017,Catford Bridge,-0.024190,51.44501
490003466N,53010,Brookehowse Road,-0.022399,51.43349
490003596N,50938,Bargery Road,-0.020713,51.44054
490003851S,58125,Brookehowse Road,-0.021408,51.43180
490004104N,74973,Blenheim Road (BR1), 0.045074,51.39379
490004104S,55141,Blenheim Road (BR1), 0.045149,51.39419
490004145W,76493,Bonus Pastor School,-0.000207,51.42870
490004336N,59266,Turpington Lane Community Centre, 0.042667,51.38589
490004336S,55804,Turpington Lane Community Centre, 0.042853,51.38588
490004371S,49030,Brookehowse Road,-0.022013,51.43278
490004425N,47453,West Street Bromley, 0.014659,51.40693
490004432E,76032,Southend Lane  Bromley Road,-0.013734,51.42827
490004432W,71184,Southend Lane  Bromley Road,-0.013639,51.42814
490004450N,57338,Brookehowse Road,-0.021717,51.43130
490004468N,75423,Brook Lane (BR1), 0.015912,51.42069
490004468S,47069,Brook Lane (BR1), 0.016774,51.42067
490004616W,49119,Burnt Ash Primary School, 0.012894,51.42076
490004734S,56995,Fordmill Road,-0.022326,51.44017
490005352E,55373,Clarence Road, 0.042079,51.39884
490005352S,57298,Clarence Road, 0.041254,51.39872
490006158N,50981,Downderry Road,-0.002100,51.43049
490006249E,56006,Dunfield Road,-0.017158,51.42695
490006249W,48159,Dunfield Road,-0.016928,51.42661
490007221E,51344,Glenbow Road, 0.001858,51.42592
490007221W,77900,Glenbow Road, 0.001316,51.42571
490007348S,53631,Grangemill Road,-0.024479,51.43696
490007407N,55279,Great Elms Road, 0.027581,51.39643
490007407S,76390,Great Elms Road, 0.027376,51.39600
490007630E,49742,Haddington Road,-0.004041,51.43084
490007630W,57179,Haddington Road,-0.002889,51.43087
490007929C,59420,Hawthorne Road, 0.044452,51.39886
490007929D,48923,Hawthorne Road, 0.045002,51.39895
490008431N,73882,Canadian Avenue,-0.023096,51.44000
490008605E,75106,Keedonwood Road, 0.001222,51.42454
490008605W,48255,Keedonwood Road, 0.000776,51.42453
490008864S,77144,Brookehowse Road,-0.023616,51.43564
490009004N,71158,Lavender Close, 0.041971,51.38803
490009117T,55572,Catford Rd Lewisham Town Hall,-0.021020,51.44476
490009117U,77072,Canadian Ave  Lewisham Town Hall,-0.022264,51.44394
490009193E,49494,Link Way, 0.042567,51.38430
490009193W,57364,Link Way, 0.042555,51.38403
490009242W,71430,Locksbottom  Pallant Way, 0.055967,51.36679
490009243E,48800,Locksbottom  St Michael's Church, 0.054273,51.36681
490009243W,57904,Locksbottom  St Michael's Church, 0.054387,51.36679
490009279N,51016,Plaistow Green, 0.016214,51.41383
490009279W,72684,Plaistow Green, 0.017276,51.41410
490010005S,74726,Montreal House,-0.022306,51.44329
490010031N,77392,Morgan Road, 0.015014,51.41239
490010031S,57173,Morgan Road, 0.015234,51.41248
490010544N,57731,Lime Close, 0.046010,51.39770
490010563N,74574,Old Homesdale Road, 0.030662,51.39814
490010563S,50371,Old Homesdale Road, 0.030964,51.39749
490010750N,77485,Park Avenue (BR1), 0.016877,51.41746
490010750S,56819,Park Avenue (BR1), 0.017077,51.41711
490010775N,59605,Park Hill Bickley, 0.045382,51.39585
490010775S,54471,Park Hill Bickley, 0.045991,51.39630
490011096E,57682,Pontefract Road, 0.010616,51.42161
490011096W,75969,Pontefract Road, 0.010134,51.42178
490011422E,57613,Rangefield Primary School, 0.004275,51.42363
490011422W,56322,Rangefield Primary School, 0.005169,51.42303
490011424E,74851,Rangefield Road  Southover, 0.015140,51.42080
490011424W,47773,Rangefield Road  Southover, 0.014950,51.42073
490011435N,56119,Downham Health Centre, 0.003834,51.42736
490012116E,51005,Churchdown, 0.000847,51.42879
490012253E,53588,Southborough Library, 0.043398,51.38972
490012253W,73014,Southborough Library, 0.043332,51.38953
490012283N,73833,Farmstead Road Brookehowse Rd,-0.019584,51.42706
490012283S,57394,Brookehowse Road,-0.018928,51.42658
490013093S,76841,Swallands Road,-0.020375,51.42906
490013236S,58833,The Avenue  Beaconsfield Road, 0.037178,51.39888
490013236W,51823,The Avenue  Beaconsfield Road, 0.036944,51.39910
490013453N,47707,The Lord Homesdale, 0.033594,51.40006
490013453S,47776,The Lord Homesdale, 0.035629,51.40058
490013615Q,50026,Thomas Lane,-0.022678,51.44636
490013661N,52420,Fordmill Road,-0.024931,51.43783
490013856E,74810,Turpington Lane  Bromley Common, 0.040466,51.38327
490013886S,53516,Tylney Road, 0.036124,51.40071
490014582E,75651,Whitefoot Lane  Bromley Road,-0.011685,51.42940
490014582W,77027,Whitefoot Lane  Bromley Road,-0.011824,51.42920
490014583E,58045,Whitefoot Lane  Forster House,-0.006362,51.43041
